salary_in_usd,prediction
130000,165870.4917601387
130000,165870.4917601387
130000,165870.4917601387
130000,165870.4917601387
130000,167419.0516077844
130000,167419.0516077844
130000,167419.0516077844
130000,167419.0516077844
130000,167419.0516077844
131000,165870.4917601387
131000,165870.4917601387
132100,167419.0516077844
132192,167419.0516077844
132300,165870.4917601387
132600,165870.4917601387
133300,165870.4917601387
133800,165870.4917601387
133800,167419.0516077844
135000,165870.4917601387
135000,165870.4917601387
135000,165870.4917601387
135000,165870.4917601387
135000,167419.0516077844
136994,167419.0516077844
137500,167419.0516077844
138750,165870.4917601387
138750,167419.0516077844
138750,167419.0516077844
139400,165870.4917601387
139400,165870.4917601387
139500,165870.4917601387
139700,165870.4917601387
139700,165870.4917601387
139700,167419.0516077844
139810,165870.4917601387
139810,165870.4917601387
140000,165870.4917601387
140000,165870.4917601387
140000,167419.0516077844
140000,167419.0516077844
141000,165870.4917601387
141600,165870.4917601387
143000,167419.0516077844
144000,167419.0516077844
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165870.4917601387
145000,165990.23904854484
146000,165870.4917601387
146400,165870.4917601387
147100,165870.4917601387
147100,165870.4917601387
149000,165870.4917601387
150000,165870.4917601387
150000,165870.4917601387
150000,165870.4917601387
150000,165870.4917601387
150000,165870.4917601387
150000,167419.0516077844
150000,167419.0516077844
150000,167419.0516077844
150000,167419.0516077844
150000,167419.0516077844
150600,140726.8418200961
151200,167419.0516077844
152000,165212.25613465306
152375,165870.4917601387
152500,165870.4917601387
153000,165990.23904854484
153000,167419.0516077844
153090,165870.4917601387
153600,165870.4917601387
153600,165870.4917601387
153600,165870.4917601387
153600,165870.4917601387
153600,167419.0516077844
154000,165870.4917601387
154000,167419.0516077844
154000,167419.0516077844
154545,165870.4917601387
154600,167419.0516077844
154600,167419.0516077844
155000,165870.4917601387
156275,165870.4917601387
157250,167419.0516077844
158600,165870.4917601387
158600,165870.4917601387
159000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165870.4917601387
160000,165990.23904854484
160000,165990.23904854484
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160000,167419.0516077844
160080,165870.4917601387
161000,165870.4917601387
161000,167419.0516077844
161900,165870.4917601387
162000,167419.0516077844
162500,167419.0516077844
163625,167419.0516077844
163800,165870.4917601387
163800,165870.4917601387
163800,165870.4917601387
164000,165870.4917601387
165000,165870.4917601387
165000,167419.0516077844
165000,167419.0516077844
165000,167419.0516077844
165000,167419.0516077844
166000,167419.0516077844
167200,165870.4917601387
167200,167419.0516077844
167500,165870.4917601387
169000,165870.4917601387
170000,165870.4917601387
170000,165870.4917601387
170000,165870.4917601387
170000,165870.4917601387
170000,165870.4917601387
170000,165870.4917601387
170000,167419.0516077844
170000,167419.0516077844
170000,167419.0516077844
170000,167419.0516077844
170000,167419.0516077844
170000,167419.0516077844
171500,165870.4917601387
172000,167419.0516077844
172500,167419.0516077844
172600,167419.0516077844
172900,165870.4917601387
174350,167419.0516077844
175000,165870.4917601387
175000,165870.4917601387
175000,167419.0516077844
175000,167419.0516077844
175000,167419.0516077844
175000,167419.0516077844
175308,165870.4917601387
176080,167419.0516077844
177600,167419.0516077844
178000,165870.4917601387
178000,167419.0516077844
179305,167419.0516077844
180000,165870.4917601387
180000,167419.0516077844
180000,167419.0516077844
