salary_in_usd,prediction
105500,185422.3386574478
108308,168661.76737778055
108308,182388.10540085443
120000,185422.3386574478
126000,185422.3386574478
142200,183204.9115446389
157250,185422.3386574478
163800,185422.3386574478
169000,185422.3386574478
171000,182388.10540085443
180514,168661.76737778055
180514,168661.76737778055
180514,182388.10540085443
182750,182388.10540085443
193900,185422.3386574478
200000,185422.3386574478
204500,183204.9115446389
216000,185422.3386574478
220000,185422.3386574478
225000,182388.10540085443
292200,182388.10540085443
325000,182388.10540085443
168000,190327.05641053416
183600,190327.05641053416
302000,190237.1482628829
40000,86931.75413753514
200000,179501.48501292284
44365,76754.20470888012
160000,174807.84863284236
175000,173860.29878107304
275000,173860.29878107304
170000,188057.33316370822
200000,190157.65247008688
86374,150016.2497939425
160000,200783.62184837344
173762,164511.80957005548
190000,185025.3944457817
43064,87442.65804717578
43500,84064.55928890016
45000,95304.28863951008
57000,96243.70033866512
102000,104463.42207020953
142000,104463.42207020953
50000,120749.62248769034
83000,119386.29361563214
148350,120749.62248769034
160000,120749.62248769034
125000,159704.30181532618
125000,159704.30181532618
145000,159704.30181532618
160000,159704.30181532618
160000,159704.30181532618
160000,159704.30181532618
165000,159704.30181532618
125000,169978.9574639854
130000,156861.95323153134
240000,156861.95323153134
300000,169978.9574639854
86374,100132.95762735122
100000,192061.8740570633
102544,192061.8740570633
139000,192061.8740570633
141100,192061.8740570633
141298,192061.8740570633
141298,192061.8740570633
142600,192061.8740570633
142600,192061.8740570633
148000,192061.8740570633
150000,192061.8740570633
152000,192061.8740570633
156400,187152.28834240435
157000,192061.8740570633
157250,187152.28834240435
175000,192061.8740570633
176000,187152.28834240435
185000,192061.8740570633
190000,192061.8740570633
200000,192061.8740570633
200800,192061.8740570633
203000,192061.8740570633
225000,192061.8740570633
230000,192061.8740570633
240000,192061.8740570633
240000,187152.28834240435
250000,192061.8740570633
250000,187152.28834240435
253000,187152.28834240435
273000,192061.8740570633
275000,163086.96471224065
281000,192061.8740570633
293000,192061.8740570633
370000,192061.8740570633
42000,113116.80585255341
82528,119700.50228523808
162170,150776.80420366093
167200,162503.00618040556
84053,100473.94680372221
100000,169978.9574639854
100000,169978.9574639854
102000,169978.9574639854
104055,116538.53122415731
130000,169978.9574639854
158080,169978.9574639854
165000,159500.09313164232
175000,159500.09313164232
180000,169978.9574639854
185000,159500.09313164232
185000,159500.09313164232
190000,159500.09313164232
200000,169978.9574639854
210000,159500.09313164232
220000,169978.9574639854
270000,169978.9574639854
405000,169978.9574639854
90700,192061.8740570633
110000,187152.28834240435
120000,187152.28834240435
124100,192061.8740570633
130000,187152.28834240435
136000,187152.28834240435
137000,192061.8740570633
144000,190285.2736043537
145900,189844.4469442544
145900,192061.8740570633
145900,192061.8740570633
145900,192061.8740570633
147100,192061.8740570633
150000,192061.8740570633
150000,192061.8740570633
150000,192061.8740570633
150000,187152.28834240435
150000,187152.28834240435
151800,192061.8740570633
159300,192061.8740570633
159300,192061.8740570633
160000,192061.8740570633
163200,192061.8740570633
163200,192061.8740570633
165750,192061.8740570633
166000,192061.8740570633
168400,192061.8740570633
180000,192061.8740570633
182200,192061.8740570633
184700,192061.8740570633
185000,192061.8740570633
189000,192061.8740570633
196000,187152.28834240435
198800,192061.8740570633
200000,192061.8740570633
200000,192061.8740570633
200000,192061.8740570633
202350,192061.8740570633
204500,192061.8740570633
205500,192061.8740570633
205500,192061.8740570633
210000,192061.8740570633
210000,192061.8740570633
210000,192061.8740570633
210000,187152.28834240435
210000,187152.28834240435
212800,192061.8740570633
220000,192061.8740570633
240000,192061.8740570633
240000,187152.28834240435
248100,192061.8740570633
248100,192061.8740570633
248100,192061.8740570633
250000,192061.8740570633
250000,192061.8740570633
253750,159087.39513399283
253750,159087.39513399283
278700,192061.8740570633
300000,192061.8740570633
303050,192061.8740570633
345000,192061.8740570633
370000,192061.8740570633
44753,157777.14687067308
185000,207410.7213746513
